coordinates,url,magnitude,places,time,excel time,
"[131.0709, 30.4016, 52.09]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000axkg,4.7,"37km S of Nishinoomote, Japan",1.50689E+12,10/1/2017 19:20:28.670 ,
"[-122.8058319, 38.8151665, 2.04]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902851,1.79,"6km NW of The Geysers, California",1.50689E+12,10/1/2017 19:16:19.840 ,
"[-117.7884, 37.0595, 0]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607812,0.6,"46km ESE of Big Pine, California",1.50688E+12,10/1/2017 18:48:49.962 ,
"[-117.7983, 37.0626, 0]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607803,1.2,"45km ESE of Big Pine, California",1.50688E+12,10/1/2017 18:43:49.003 ,
"[-118.2268, 37.1505, 5.1]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607809,0.3,"5km ESE of Big Pine, California",1.50688E+12,10/1/2017 18:31:41.246 ,
"[-118.8180008, 37.6069984, 3.4]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902841,0.82,"14km ESE of Mammoth Lakes, California",1.50688E+12,10/1/2017 18:23:19.520 ,
"[-122.8008347, 38.8318329, 1.97]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902836,1.01,"6km W of Cobb, California",1.50688E+12,10/1/2017 18:06:45.680 ,
"[-118.8926, 38.3902, 14.9]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607808,0.8,"27km WSW of Hawthorne, Nevada",1.50688E+12,10/1/2017 18:04:16.961 ,
"[-149.7346, 62.1065, 56.4]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16979936,1.2,"8km SE of Y, Alaska",1.50688E+12,10/1/2017 18:02:48.351 ,
"[-119.1156, 38.2725, 9.6]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607807,1.1,"10km E of Bridgeport, California",1.50688E+12,10/1/2017 18:00:10.251 ,
"[-117.7973, 37.0797, 13.5]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607806,0.3,"44km ESE of Big Pine, California",1.50688E+12,10/1/2017 17:52:48.078 ,
"[-155.408493, 19.1981659, 32.85]",https://earthquake.usgs.gov/earthquakes/eventpage/hv61928951,2.13,"7km E of Pahala, Hawaii",1.50688E+12,10/1/2017 17:50:10.700 ,
"[-117.7769, 37.082, 5.7]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607796,1.4,"46km ESE of Big Pine, California",1.50688E+12,10/1/2017 17:49:10.990 ,
"[-152.7881, 59.4532, 86.2]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16979928,1.4,"64km WSW of Anchor Point, Alaska",1.50688E+12,10/1/2017 17:22:41.352 ,
"[-115.6588, -24.2867, 10]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000axj4,4.9,Southern East Pacific Rise,1.50688E+12,10/1/2017 17:01:21.250 ,
"[-123.2893333, 46.5256667, 12.49]",https://earthquake.usgs.gov/earthquakes/eventpage/uw61336301,1.08,"27km W of Winlock, Washington",1.50688E+12,10/1/2017 16:58:57.600 ,
"[-76.1816, -45.7692, 10]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000axiu,4.8,"264km W of Puerto Chacabuco, Chile",1.50688E+12,10/1/2017 16:48:05.410 ,
"[-118.8326645, 37.5061684, 0.59]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902831,2.44,"20km SE of Mammoth Lakes, California",1.50688E+12,10/1/2017 16:42:22.130 ,
"[-116.7916667, 33.5088333, 6.05]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38016384,0.39,"10km NE of Aguanga, CA",1.50688E+12,10/1/2017 16:38:43.010 ,
"[-116.9841, 37.4719, 7.5]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607805,0.3,"34km SE of Goldfield, Nevada",1.50688E+12,10/1/2017 16:35:28.144 ,
"[-149.0299, 63.2279, 1.8]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16978937,1.4,"18km SSW of Cantwell, Alaska",1.50688E+12,10/1/2017 16:34:42.161 ,
"[-151.3567, 61.8955, 90.5]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16978936,1.5,"71km WNW of Willow, Alaska",1.50688E+12,10/1/2017 16:30:35.426 ,
"[-116.783, 33.4931667, 5.6]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38016376,0.39,"9km NE of Aguanga, CA",1.50687E+12,10/1/2017 16:18:18.630 ,
"[-116.7931667, 33.5045, 4.72]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38016368,0.27,"10km NE of Aguanga, CA",1.50687E+12,10/1/2017 15:53:15.820 ,
"[-122.7488327, 38.793335, 2.1]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902826,0.53,"1km NNE of The Geysers, California",1.50687E+12,10/1/2017 15:34:35.170 ,
"[-152.5085, 60.325, 96.5]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16977948,1.8,"22km SE of Redoubt Volcano, Alaska",1.50687E+12,10/1/2017 15:25:55.079 ,
"[-116.7811667, 34.008, 18.03]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38016360,0.79,"10km N of Cabazon, CA",1.50687E+12,10/1/2017 15:10:23.030 ,
"[-177.8183, -18.2769, 600.28]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000axi9,4.2,"278km NNE of Ndoi Island, Fiji",1.50687E+12,10/1/2017 15:10:04.300 ,
"[-117.0652, 37.1052, 8.5]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607775,0.8,"34km NW of Beatty, Nevada",1.50687E+12,10/1/2017 14:55:10.380 ,
"[-116.6825, 36.7117, 0]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607802,0.1,"22km SSE of Beatty, Nevada",1.50687E+12,10/1/2017 14:53:59.530 ,
"[-122.8098297, 38.8226662, 2.38]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902796,0.97,"6km NW of The Geysers, California",1.50687E+12,10/1/2017 14:43:25.720 ,
"[92.3426, 12.898, 30.37]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000axi8,4.5,"138km NNW of Bamboo Flat, India",1.50687E+12,10/1/2017 14:35:36.330 ,
"[-122.8079987, 38.8301659, 2.05]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902786,0.94,"7km W of Cobb, California",1.50687E+12,10/1/2017 14:34:06.110 ,
"[142.306, 40.1598, 57.26]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000axhz,4.5,"65km NNE of Miyako, Japan",1.50687E+12,10/1/2017 14:20:28.470 ,
"[-116.7935, 33.5038333, 5]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38016312,0.94,"10km NE of Aguanga, CA",1.50687E+12,10/1/2017 14:08:13.490 ,
"[-174.5287, -22.8028, 10]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000axhv,5,"168km SSE of `Ohonua, Tonga",1.50687E+12,10/1/2017 14:08:00.330 ,
"[-140.7493, 60.088, 14.7]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16976960,1.3,"83km NW of Yakutat, Alaska",1.50687E+12,10/1/2017 14:06:24.392 ,
"[-120.4471, 39.204, 9]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607800,0.7,"25km WNW of Sunnyside-Tahoe City, California",1.50687E+12,10/1/2017 14:05:21.099 ,
"[-155.6334991, 19.4085007, 4.16]",https://earthquake.usgs.gov/earthquakes/eventpage/hv61928751,1.73,"24km ESE of Honaunau-Napoopoo, Hawaii",1.50687E+12,10/1/2017 13:50:13.980 ,
"[-122.7576675, 38.7783318, 1.26]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902776,0.57,"0km NW of The Geysers, California",1.50687E+12,10/1/2017 13:44:08.730 ,
"[-122.805336, 38.8163338, 2.97]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902771,0.78,"6km NW of The Geysers, California",1.50687E+12,10/1/2017 13:41:44.800 ,
"[-149.2177, 64.6817, 14.2]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16976954,0.8,"12km NNW of North Nenana, Alaska",1.50687E+12,10/1/2017 13:37:16.974 ,
"[-141.6275, 60.5954, 20.9]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16976949,1,"73km NE of Cape Yakataga, Alaska",1.50686E+12,10/1/2017 13:20:10.605 ,
"[-116.7906667, 33.4871667, 4.8]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38016304,0.39,"8km NE of Aguanga, CA",1.50686E+12,10/1/2017 13:19:50.120 ,
"[-122.7848358, 38.8366661, 1.74]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902761,0.72,"5km WNW of Cobb, California",1.50686E+12,10/1/2017 12:53:18.370 ,
"[-150.3653, 61.2967, 45.1]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16975974,1.1,"26km WNW of Anchorage, Alaska",1.50686E+12,10/1/2017 12:51:47.045 ,
"[91.9129, 12.7332, 25.97]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000axhf,4.6,"143km NW of Bamboo Flat, India",1.50686E+12,10/1/2017 12:49:04.080 ,
"[-157.0089, 59.3909, 7.6]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16975970,1.4,"80km NNW of King Salmon, Alaska",1.50686E+12,10/1/2017 12:36:32.121 ,
"[-117.061, 37.0978, 9.4]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607798,0,"34km NW of Beatty, Nevada",1.50686E+12,10/1/2017 12:35:38.424 ,
"[-153.1194, 59.8335, 98.1]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16975965,1.6,"72km W of Anchor Point, Alaska",1.50686E+12,10/1/2017 12:20:50.162 ,
"[-155.348, 58.2062, 2.2]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16975961,2.1,"93km SE of King Salmon, Alaska",1.50686E+12,10/1/2017 12:17:21.538 ,
"[-116.2103333, 33.0305, 0.68]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38016296,0.89,"14km SSW of Ocotillo Wells, CA",1.50686E+12,10/1/2017 12:14:25.480 ,
"[-122.7939987, 38.8126678, 3.13]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902736,1.01,"5km NW of The Geysers, California",1.50686E+12,10/1/2017 12:10:58.880 ,
"[-153.7216, 57.888, 61]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16974988,1.1,"41km NNE of Larsen Bay, Alaska",1.50686E+12,10/1/2017 12:03:23.703 ,
"[-117.2521667, 34.0691667, 14.5]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38016288,0.75,"2km NNE of Loma Linda, CA",1.50686E+12,10/1/2017 12:03:10.240 ,
"[-118.9365005, 37.6443329, 5.16]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902731,0.72,"3km E of Mammoth Lakes, California",1.50686E+12,10/1/2017 11:56:21.700 ,
"[-119.6834, 40.0949, 13.6]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607763,2,"49km N of Spanish Springs, Nevada",1.50686E+12,10/1/2017 11:44:43.945 ,
"[-117.936, 35.9825, 5.24]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38016280,0.68,"6km NNW of Little Lake, CA",1.50686E+12,10/1/2017 11:40:27.060 ,
"[-136.6973, 59.7618, 0]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16974986,1.5,"85km WNW of Skagway, Alaska",1.50686E+12,10/1/2017 11:39:39.923 ,
"[-122.7949982, 38.8100014, 3.61]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902711,0.84,"4km NW of The Geysers, California",1.50686E+12,10/1/2017 11:35:30.850 ,
"[-116.46, 34.3308333, 3.08]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38016272,1.31,"24km N of Yucca Valley, CA",1.50686E+12,10/1/2017 11:35:01.950 ,
"[-116.2418, 36.5119, 6.1]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607762,0.3,"40km NW of Pahrump, Nevada",1.50686E+12,10/1/2017 11:31:55.232 ,
"[-148.2889, 65.165, 17.9]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16974982,0.7,"37km NNW of Ester, Alaska",1.50686E+12,10/1/2017 11:27:49.824 ,
"[-122.7608337, 38.7898331, 0.83]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902706,0.92,"1km NNW of The Geysers, California",1.50686E+12,10/1/2017 11:27:23.280 ,
"[-116.7685, 33.5083333, 7.76]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38016264,0.41,"10km WSW of Anza, CA",1.50686E+12,10/1/2017 11:26:23.160 ,
"[-116.4518333, 33.517, 8.57]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38016256,0.34,"21km SW of La Quinta, CA",1.50686E+12,10/1/2017 11:25:47.290 ,
"[-178.4679, 51.6302, 13.1]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16974980,2,"36km SW of Tanaga Volcano, Alaska",1.50686E+12,10/1/2017 11:22:15.435 ,
"[-154.0123, 58.9848, 113.5]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16974977,1.6,"99km SSE of Old Iliamna, Alaska",1.50686E+12,10/1/2017 11:16:31.066 ,
"[-116.4143333, 34.1591667, 10.33]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38016248,0.69,"5km NNE of Yucca Valley, CA",1.50686E+12,10/1/2017 11:15:26.120 ,
"[-154.5084, 64.3029, 14.7]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16974975,1.5,"67km SE of Ruby, Alaska",1.50686E+12,10/1/2017 11:08:03.282 ,
"[-117.6406667, 36.1568333, 1.76]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38016240,0.69,"30km ENE of Coso Junction, CA",1.50686E+12,10/1/2017 11:07:24.850 ,
"[-139.4774, 59.9953, 0]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16974972,1.8,"51km NNE of Yakutat, Alaska",1.50686E+12,10/1/2017 11:05:39.108 ,
"[-117.193, 34.0056667, 17.84]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38016232,0.83,"6km S of Redlands, CA",1.50686E+12,10/1/2017 10:57:00.620 ,
"[-116.7311667, 33.649, 12.54]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38016224,1.28,"10km S of Idyllwild, CA",1.50686E+12,10/1/2017 10:54:01.040 ,
"[-117.624, 34.2301667, 4.93]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38016216,0.91,"12km WSW of Lytle Creek, CA",1.50685E+12,10/1/2017 10:47:51.720 ,
"[-156.4445038, 20.3671665, 15.63]",https://earthquake.usgs.gov/earthquakes/eventpage/hv61928636,2.41,"38km SSW of Keokea, Hawaii",1.50685E+12,10/1/2017 10:38:21.450 ,
"[-148.6075, 59.9131, 0]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16974969,1.5,"51km ESE of Seward, Alaska",1.50685E+12,10/1/2017 10:38:16.756 ,
"[-119.7094, 40.0619, 11.7]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607769,0.9,"45km N of Spanish Springs, Nevada",1.50685E+12,10/1/2017 10:33:17.078 ,
"[-118.9850006, 37.529335, 3.16]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902676,1.85,"13km S of Mammoth Lakes, California",1.50685E+12,10/1/2017 10:24:36.390 ,
"[-149.05, 62.2852, 35.3]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16973994,1,"43km ENE of Y, Alaska",1.50685E+12,10/1/2017 10:21:31.975 ,
"[-118.9213, 38.3646, 5.4]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607794,1.1,"29km ENE of Bridgeport, California",1.50685E+12,10/1/2017 10:16:02.371 ,
"[-116.7918333, 33.5021667, 4.66]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38016200,1.06,"10km NE of Aguanga, CA",1.50685E+12,10/1/2017 10:13:35.200 ,
"[-118.9651642, 37.6143341, -0.21]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902661,0.76,"3km S of Mammoth Lakes, California",1.50685E+12,10/1/2017 10:10:08.890 ,
"[-176.6916, -24.4751, 87.71]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000axgb,5.1,South of the Fiji Islands,1.50685E+12,10/1/2017 10:06:55.110 ,
"[-117.4641667, 36.3111667, 0.93]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38016192,1.27,"43km SW of Stovepipe Wells, CA",1.50685E+12,10/1/2017 10:03:31.900 ,
"[-153.1435, 59.6759, 102.4]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16973987,1.4,"74km W of Anchor Point, Alaska",1.50685E+12,10/1/2017 09:32:12.929 ,
"[-118.4486694, 37.4003334, 4.39]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902646,1.45,"3km WNW of Dixon Lane-Meadow Creek, California",1.50685E+12,10/1/2017 09:30:23.850 ,
"[-93.8612, 14.9405, 53.39]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000axfz,4,"108km SW of Pijijiapan, Mexico",1.50685E+12,10/1/2017 09:22:13.290 ,
"[-153.1385, 60.1796, 129.2]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16973981,1.6,"40km SSW of Redoubt Volcano, Alaska",1.50685E+12,10/1/2017 09:22:00.105 ,
"[-136.7054, 59.7966, 0]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16973012,1.4,"87km WNW of Skagway, Alaska",1.50685E+12,10/1/2017 09:15:32.764 ,
"[-67.7814, 18.4858, 79.09]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000axfu,4.4,"58km WNW of Rincon, Puerto Rico",1.50685E+12,10/1/2017 08:57:43.400 ,
"[-117.6466667, 35.9351667, 2.66]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38016176,1.76,"23km E of Little Lake, CA",1.50685E+12,10/1/2017 08:57:00.780 ,
"[-116.7973333, 33.5046667, 4.62]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38016168,0.94,"9km NE of Aguanga, CA",1.50685E+12,10/1/2017 08:54:16.690 ,
"[-117.0222, 37.4081, 9.3]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607756,0.6,"38km SSE of Goldfield, Nevada",1.50685E+12,10/1/2017 08:44:18.067 ,
"[-118.9282, 38.41, 11.1]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607792,0.9,"29km WSW of Hawthorne, Nevada",1.50685E+12,10/1/2017 08:29:31.952 ,
"[-118.9729, 38.052, 11.2]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607791,0.6,"32km SE of Bridgeport, California",1.50685E+12,10/1/2017 08:25:45.479 ,
"[-120.0347, 39.6655, 9.4]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607790,-0.3,"5km WSW of Cold Springs, Nevada",1.50685E+12,10/1/2017 08:13:57.735 ,
"[-116.5341667, 33.1396667, 15.27]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38016152,0.83,"9km NE of Julian, CA",1.50685E+12,10/1/2017 08:03:21.580 ,
"[-116.5228333, 33.1346667, 13.9]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38016144,0.71,"10km NE of Julian, CA",1.50684E+12,10/1/2017 07:58:01.810 ,
"[-116.8198333, 33.7166667, 15.73]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38016136,0.36,"8km ESE of Valle Vista, CA",1.50684E+12,10/1/2017 07:39:53.230 ,
"[-150.4806, 61.0474, 26.4]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16972044,1.2,"36km WSW of Anchorage, Alaska",1.50684E+12,10/1/2017 07:39:30.040 ,
"[-77.5019, -1.5006, 197.35]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000axfi,4.1,"52km ENE of Palora, Ecuador",1.50684E+12,10/1/2017 07:37:43.030 ,
"[-119.7802, 39.3595, 1.5]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607751,0.1,"12km WNW of Virginia City, Nevada",1.50684E+12,10/1/2017 07:31:57.519 ,
"[-119.7736, 39.3622, 2.1]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607749,0.7,"12km WNW of Virginia City, Nevada",1.50684E+12,10/1/2017 07:29:25.701 ,
"[-116.9189, 36.6433, 4.7]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607789,0.5,"32km SSW of Beatty, Nevada",1.50684E+12,10/1/2017 07:24:41.597 ,
"[-150.6072, 60.6006, 52]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16972042,0.9,"11km NE of Sterling, Alaska",1.50684E+12,10/1/2017 07:19:16.294 ,
"[-149.6698, 62.802, 65.3]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16972038,1.7,"57km NNE of Talkeetna, Alaska",1.50684E+12,10/1/2017 07:15:25.649 ,
"[-116.7413333, 33.9791667, 16.62]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38016128,0.81,"8km NNE of Cabazon, CA",1.50684E+12,10/1/2017 07:14:24.890 ,
"[-150.7801, 61.7194, 55.9]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16972036,1.2,"39km W of Willow, Alaska",1.50684E+12,10/1/2017 07:12:20.900 ,
"[-116.6468333, 33.9026667, 16.44]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38016120,0.87,"9km W of Garnet, CA",1.50684E+12,10/1/2017 07:05:05.910 ,
"[-119.2055, 34.4685, 8.36]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38016112,1.42,"4km ENE of Ojai, CA",1.50684E+12,10/1/2017 06:53:21.760 ,
"[-116.641, 33.133, 2.26]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38016104,0.77,"7km NNW of Julian, CA",1.50684E+12,10/1/2017 06:45:14.390 ,
"[-122.7816696, 38.8139992, 0.06]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902616,0.89,"4km NNW of The Geysers, California",1.50684E+12,10/1/2017 06:39:50.130 ,
"[-122.8168335, 38.8105011, 2.78]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902606,0.76,"6km NW of The Geysers, California",1.50684E+12,10/1/2017 06:35:05.950 ,
"[-116.7883333, 33.517, 5.94]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38016096,0.28,"11km NE of Aguanga, CA",1.50684E+12,10/1/2017 06:30:29.550 ,
"[-116.789, 33.4986667, 4.3]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38016088,0.5,"9km NE of Aguanga, CA",1.50684E+12,10/1/2017 06:24:25.300 ,
"[-118.9426651, 37.6394997, 3.81]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902601,0.89,"2km ESE of Mammoth Lakes, California",1.50684E+12,10/1/2017 06:22:24.790 ,
"[-116.7946667, 33.5075, 4.73]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38016080,0.37,"10km NE of Aguanga, CA",1.50684E+12,10/1/2017 06:11:02.230 ,
"[-148.5124, 59.2967, 0.1]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16971064,2.8,"104km SSE of Seward, Alaska",1.50684E+12,10/1/2017 06:10:02.021 ,
"[-98.7711, 36.4532, 6.9]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000axek,3.2,"33km NW of Fairview, Oklahoma",1.50684E+12,10/1/2017 05:48:37.300 ,
"[-152.8268, 62.609, 0]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16970116,2.9,"143km WNW of Talkeetna, Alaska",1.50684E+12,10/1/2017 05:47:26.786 ,
"[-118.8208313, 37.6053352, 3.98]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902586,1.42,"14km ESE of Mammoth Lakes, California",1.50684E+12,10/1/2017 05:47:02.060 ,
"[-118.8219986, 37.6049995, 3.88]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72902581,1.76,"14km ESE of Mammoth Lakes, California",1.50684E+12,10/1/2017 05:46:06.990 ,
"[-155.6318359, 19.1889992, 0.89]",https://earthquake.usgs.gov/earthquakes/eventpage/hv61928476,1.81,"16km W of Pahala, Hawaii",1.50684E+12,10/1/2017 05:37:56.760 ,
"[-141.3927, 60.1831, 0]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16970114,1.5,"59km ENE of Cape Yakataga, Alaska",1.50684E+12,10/1/2017 05:32:29.392 ,
"[-112.578, 38.7305, -0.01]",https://earthquake.usgs.gov/earthquakes/eventpage/uu60250622,2.13,"34km SW of Fillmore, Utah",1.50684E+12,10/1/2017 05:20:47.610 ,
"[146.1269, -6.2836, 59.98]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000axe4,4.2,"28km E of Kainantu, Papua New Guinea",1.50683E+12,10/1/2017 05:08:56.440 ,
"[-118.4876, 38.5163, 6.4]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607788,-0.2,"11km E of Hawthorne, Nevada",1.50683E+12,10/1/2017 05:08:46.908 ,
"[-151.0645, 60.2517, 61.1]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16970101,1.1,"18km SE of Cohoe, Alaska",1.50683E+12,10/1/2017 05:08:34.319 ,
"[-117.064, 37.0975, 9.3]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607787,0.1,"34km NW of Beatty, Nevada",1.50683E+12,10/1/2017 05:04:27.153 ,
